_id,singkat,hasil
6430,cabecabean,wanitanakalbelasantahun
6431,cacadccd,cacat
6432,cahmalang,anakmalang
6433,cahndeso,orangbodohtetapiyangdiutamakanributnya
6434,cemceman,yang disayangi
6435,cendolgan,memberikansesuatukepadaorangmelaluiartikel
6436,centongmetong,cintamati
6437,cepedeh,capekdeh
6438,chengchengpo,lamban
6439,chengchengpoh,senyum
6440,ciamiksoro,bagus
6441,ciusmiapah,seriusnihdemiapa
6442,ciyusmiyapah,"serius,demiapa"
6443,coadmin,administratorkaskus
6444,congiluse,lelakiusilkampungan
6445,copascefo,salingantihuruf
6446,CopsCups,pecundang
6447,daripasar,"kanudahbanyaktuhdarihongkong,skrgdarituudaripasar"
6448,debes,terbaik
6449,dedidores,dengandiiringidoarestu
6450,ecenggondok,tidakenak
6451,edagnaon,tidaktahugoblok
6452,editansil,ejakulasidinitanpahasil
6453,enterwind,masukangin
6454,Escoret,rambuberhenti
6455,gaaci,tidaksah
6456,gagalmoveon,tidakbisaberpaling
6457,gagalnyendok,sendokanyangtidakpas
6458,GaradaEdokat,gara-garatidakadaduit
6459,getholoh,begitu
6460,geuringgering,sakit
6461,gilinganpadi,gila
6462,ginukginuk,gemuk
6463,gudangsekolah,ruangantempatmerokok
6464,haceptengab,pecahbanget
6465,hakunamatata,jangankhawatir
6466,holaholo,plongaplongo
6467,icahx,bisa
6468,ichliebeddih,saya cinta kamu
6469,ichax,iyakali
6470,indosing,orangindoyangtinggaldisingapura
6471,ipikipik,masabodo
6472,isuzupanther,ihsungguh-zungguhpantatnyabikingemeter
6473,iwakpeyek,orangyangsukaikut-ikutan
6474,iyotawwa,mengapresiasikeberhasilanseseorang
6475,jamanjebot,jamandulu
6476,jamblangjamblangan,rombongan
6477,jamugendong,jandamudagemarlelakimuda
6478,jangkrikboss,dompetkosong
6479,jarumsuper,jarangdirumahsukapergi
6480,jatiwularso,bicaraterus
6481,jaw4pgag34,jawabnggaya
6482,jegerjager,premanbesar
6483,jekibrur,jelekhabis
6484,jelangdos,jelasdong
6485,jelongjelong,jalan-jalan
6486,jijaymarkijay,jijik
6487,jonidesko,tukangnongkrongdidisko
6488,jubeknabebek,belagu
6489,Kaurang,kesaya
6490,kalengkaleng,tidak bisa dianggap remeh
6491,kanelop,enakbanget
6492,kapaloleng,pengaruhmeminumminumankeras
6493,keeu,gayasembrono
6494,kecipakkecipuk,mandi
6495,keeplause,santai
6496,kejarlahmatahari,kabur
6497,kemalancocot,cerewetsekali
6498,kemokersoker,kemarinsore
6499,kijokobodo,om-omgondrong
6500,kidcar,anakmobil
6501,kijangsuper,lelakijangkungsungguhperkasa
6502,kikukkikuk,funaja
6503,klinongkinong,jalan-jalan
6504,KrossingCrossing,sakitperut
6505,kuclukkucluk,datangmendadak
6506,kukubima,kurangkuatbinimarah
6507,KuliDesign,seorangdesigner
6508,kurakuraijo,oranghitamkurusberbulubanyak
6509,kurangpiknik,kurangkerjaan
6510,lambretalamborjina,buatorangyangselalulama
6511,lambretalamborjini,lamban
6512,lapanganbola,lapar
6513,leklek,anak muda
6514,logwend,putus hubungan
6515,loegueend,muak
6516,lopelope,cintacinta
6517,maem,makan
6518,makjang,kaget
6519,manakenekdirik,terserah kamulah
6520,matatih,masasih
6521,mbayayu,ayo
6522,mbahjiman,bajingan
6523,mensanaincorporesano,kamukesanaakukesini
6524,menyemenye,sedih
6525,mitelorganjen,groupmeteorgarden
6526,minakjinggo,miringenaknunggingmonggo
6527,minyaknyongnyong,minyakuntukbadanyangbiasanyasuperbau
6528,moodbooster,melakukansesuatusebagaipendongkrakhati
6529,moveon,melupakan
6530,mueliiye,mukagila
6531,Mukegyle,ungkapanketikakagetataukesal
6532,mutapettapet,mukatampangngepet
6533,nasisher,informasibagus
6534,nasitempong,nasitempong
6535,ngagngog,bodoh
6536,nyenyongnyenyong,menyanyi
6537,nyominyomi,enakbanget
6538,oaja,ohajaya
6539,ohgituhehe,jawaban tidak penting
6540,oranggadeg,tidak selaras
6541,oyisam,iya
6542,paitpahit,takut lebah
6543,paku,bercinta
6544,pamerdada,padat merayap tersendat-sendat
6545,pamergigi,padat merayap gila-gilaan
6546,pamerjempol,padat merayap terjebak macet di pintu tol
6547,pamerpaha,padat merayap tanpa harapan
6548,pamerpahadiranjang,padat merayap tanpa harapan di dalam antrian panjang
6549,pamerpantat,padat merayap panjang antrian merapat
6550,pamerpenis,padat merayap pengen nangis
6551,pamersusu,padat merayap susul-menyusul
6552,pantaikapuk,tempat tidur
6553,petcangtai,lelah
6554,petepete,patungan
6555,pieceofcake,gampang
6556,pilingdos,silahkan
6557,plinplan,ganti-ganti keinginan
6558,plingdos,tolong variasi
6559,Plungbgt,paling lucu dan unik banget
6560,pogopogo,loncat-loncat
6561,pyetro,gimana bro
6562,pyongpyong,babi panggang khas karo
6563,qiuqiu,kartujitak
6564,sabicuy,bisa
6565,sarnoedi,sarafnya kena gilanya makin jadi
6566,sebelasduabelas,mirip
6567,segedegambreng,sesuatu yang besar sekali
6568,segedegoblok,saking besarnya
6569,Sintajojo,yangsukamakansosissonice
6570,sokul,sok kuat kamu
6571,sokilgob,gila
6572,somaysomaiy,sok tahu
6573,sorayaperucha,sakit perut
6574,suamsuamkuku,suamiku
6575,sumeysumeiy,sok tahu
6576,sumpehloh,bener tuh
6577,tailedick,ungkapan mengejek orang
6578,tailedig,kotoran tidak jelas bentuknya
6579,teletele,telefon
6580,ternakteri,anteran akan teristri
6581,TheBills,oke sekali
6582,titidj,hati-hati dijalan
6583,titikamal,hati-hati kalau malem
6584,titikpuspa,hati-hati naik vespa
6585,tololheboh,lucu habis
6586,TopMarkotop,sangat luar biasa
6587,ucingalauwe,pusing kepala
6588,wahweh,pemandangan mata
6589,warteltelepipis,kebelet boker
6590,wekeweke,lemah
6591,wewlehugau,boleh juga
6592,yakalee,ya mungkin
6593,yahtepo,benang layangan yang gampang putus
6594,yakyakan,pecicilan
6595,yakalidah,tidak percaya
6596,youreyes,matamu
6597,youtkitchen,dapur
6598,g,tidak
6599,mghakimi,menghakimi
6600,trimaahh,terima
6601,broookalau,kakak kalau
6602,begituwaduh,begitu waduh
6603,ibuuuu,ibu
6604,ibuuuuuu,ibu
6605,ana,anak
6606,sebenernya,sebenarnya
6607,mank,emang
6608,hancurkemanusiaan,hancur kemanusiaan
6609,giniklu,begini kalau
6610,terussss,terus
6611,bju,baju
6612,mih,ibu
6613,noraaak,norak
6614,boss,bos
6615,ngpans,fans
6616,sma,sama
6617,mirisbpkny,miris bapaknya
6618,initpi,ini tapi
6619,liht,lihat
6620,brooondak,kakak tidak
6621,broookalau�,kakak kalau
6622,itudari,itu dari
6623,liarbilang,liar bilang
6624,spn,sopan
6625,astaqfirulloh hal adhimyg ,astagfirullah yang
6626,islm,islam
6627,woyyyyyyy,halo
6628,bekin,membuat
6629,konsert,konser
6630,mirisdemiuangapapundialakukansunguhjustrumalahjijik,miris demi uang apapun dia lakukan sunguh justru malah jijik
6631,tuwekarang,tua banget
6632,manggungterpaksa,manggung terpaksa
6633,masseeh,mas
6634,jijikky,jijik seperti
6635,ntizen,netizen
6636,mendjidjikkann,menjijikan
6637,waduuuuh,waduh
6638,wong edan,orang gila
6639,astakfirllohalazimm,astagfirullah
6640,kbe,semua
6641,paraaaaaah,parah
6642,seolahquot,seolah
6643,pleng,paling
6644,lontheee,jalang
6645,memalukn,memalukan
6646,namabya,namanya
6647,skrang,sekarang
6648,zamannaudzubillah,zaman naudzubillah
6649,good,bagus
6650,aurot,aurat
6651,apik,bagus
6652,blasssss,blas
6653,lihatnyamerusak,lihatnya merusak
6654,tress,stres
6655,naudzu billa mindaliq,naudzubillah
6656,nadzubillahimin dzalik,naudzubillah
6657,he do sex  with thim,dia melakukan seks dengan mereka
6658,conto,contoh
6659,carimangsa,cari mangsa
6660,siapatau,siapa tahu
6661,adayangminat,ada yang minat
6662,hbis,habis
6663,senuk,berkarya
6664,subahanollah,subhanallah
6665,jagang,jangan
6666,gelli,geli
6667,gays,guys
6668,petma,pertama
6669,menjkjan,menjijikan
6670,klau,kalau
6671,trima,terima
6672,baksy,mbak saya
6673,ejekdn,ejek dan
6674,jmanya,jamannya
6675,bakkk,mbak
6676,sekdli,sekali
6677,nu gelo,orang gila
6678,tuwek soyo ra ceto,tua saya ga enak
6679,ewe,berhubungan badan
6680,hebatt,hebat
6681,pnonton,penonton
6682,ajahanya,saja hanya
6683,kouo ngono nk ngarepe wong lanang,begitulah yang terjadi di depan seorang pria
6684,pntesan,pantas saja
6685,liyat,lihat
6686,tuahatiloly,tua hati hati loly
6687,sekaliiiiiii,sekali
6688,bhonggan,bohong
6689,quotnya,quote
6690,ackting,akting
6691,apaan,apa
6692,and,dan
6693,bengkokkkkkkkkkk,bengkok
6694,kon,kan
6695,angel,malaikat
6696,hhhhh,hah
6697,saksisaksi,saksi saksi
6698,diruqiya,di ruqiyah
6699,almrhm,almarhum
6700,gngguan,gangguan
6701,kesrupn,kesurupan
6702,jugaapa,juga apa
6703,rakyatwarga,rakyat warga
6704,gtgtgtgt, 
6705,eating,akting
6706,kesurupanterus,kesurupan terus
6707,duit,uang
6708,semuanyabisa,semuanya bisa
6709,prudiana,bapak rudiana
6710,ust,ustadz
6711,jaadiiiiiii,jadi
6712,piiingiiin,ingin
6713,kesurupaaan,kesurupan
6714,jugaaaaabiar,juga agar
6715,inderaaa,indera
6716,mbeekkkk,suara kambing
6717,hebaaaatartis,hebat artis
6718,pesantrenpintar,pesantren pintar
6719,nggilani,gila
6720,bok, 
6721,sah,usah
6722,spti,seperti
6723,jijou,jijik
6724,hoot,panas
6725,hot,panas
6726,nggilanimenjijikan,gila menjijikan
6727,nyeplak,ketat
6728,duitjijik,uang jijik
6729,astagfar allahkyk sayiton nauzubillah,astagfirullah nauzubillah
6730,seronok,tidak sopan
6731,amitquotbukanya,bukannya
6732,kyakbarang,seperti barang
6733,burikna bou boceng,duburnya bau busuk
6734,jogetan,jogetnya
6735,begituquot,begitu
6736,fersih,versi
6737,halumaklumkasihan,halu maklum kasihan
6738,eeddaaaan,gila
6739,jijikkkkkaya,jijik seperti
6740,runtaahh ruzziitt,sampah kotor
6741,apuik  jare  dewwe,bagus katanya
6742,jiji,jijik
6743,lihatitu,lihat
6744,gilaaabobrokkk,gila bobrok
6745,begtu,begitu
6746,ngono,seperti itu
6747,ndelokne,lihat itu
6748,wong edan rapayu,orang gila
6749,ngesex,seks
6750,jorokkkkkkk jorokkkk,jorok
6751,pelajur,pelacur
6752,golek mangan kok rewangi koyo ngono to mbak,kenapa kamu mencari makan seperti itu mbak
6753,mendaptkn,mendapatkan
6754,sronokbntr,tak sopan sebentar
6755,nyett,monyet
6756,bangettt,sekali
6757,ihamit,jangan sampai terjadi
6758,norakk,norak
6759,eeeeemmmmm,aduh
6760,Jijik i mekekek gawok e mangap tuu najiiis,aku jijik dan tertawa kenapa najis
6761,mit,amit
6762,dancok,menari
6763,iiiiiiiiiiiih,aduh
6764,hadehhh,haduh
6765,parahhhh,parah sekali
6766,ihh,aduh
6767,ank,anak
6768,nikmir,nikita mirzani
6769,seorg,seorang
6770,sjhat,sejahat
6771,ttp,tetap
6772,stdkx,setidaknya
6773,sndri,sendiri
6774,dikatai,dimarahi
6775,ankq,anakku
6776,cth,contoh
6777,buag,buang
6778,hidupnyaaaa,hidupnya
6779,bgitu,begitu
6780,cm,cuma
6781,haiters,pembenci
6782,emak,ibu
6783,bilng,bilang
6784,sp,siapa
6785,endingnya,akhirnya
6786,preeet,omong kosong
6787,ribut ae,ribut melulu
6788,sebadung,nakal
6789,badungnya,nakal
6790,badung,nakal
6791,matiquotan,mati
6792,ruwweett,ribet
6793,totally gone wronggg,benar benar salah
6794,sllu,selalu
6795,nikiallah,nikita mirzani allah
6796,idiihh,heran
6797,dahlahhh,sudahlah
6798,apakenapa,apa kenapa
6799,dgar,dengar
6800,kifarah,menutupi dosa
6801,astakfirullah,astagfirullah
6802,lollysuatu,lolly suatu
6803,menyesalpercaya,menyesal percaya
6804,quotapa,apa
6805,tuaiquot,tuai
6806,tda,tidak
6807,sorga,surga
6808,tlapak,telapak
6809,waduhmamanya,waduh ibunya
6810,loliseburuk,loli seburuk
6811,skli,sekali
6812,sendiru,sendiri
6813,kekeranganya,kekurangannya
6814,bsnya,bisanya
6815,sono,disana
6816,sendirickckck,sendiri
6817,dbuka,buka
6818,dhormati,dihormati
6819,tetbiasa,terbiasa
6820,nyinyi,nyinyir
6821,dnyinyirin,nyinyir
6822,maluny,malu
6823,sapee,siapa
6824,ngetren,populer
6825,skli,sekali
6826,lolky,lolly
6827,ibuk,ibu
6828,bhas,bahas
6829,krjaan,kerjaan
6830,bkn,bukan
6831,klw,kalau
6832,brsifat,bersifat
6833,krng,kurang
6834,ibgt,jijik sekali
6835,mngalah,mengalah
6836,kalahhhhhhhhh,kalah
6837,loliindah,lolly indah
6838,apapunserahkan,apapun serahkan
6839,mamaa,ibu
6840,dihormatin,dihormati
6841,nitizen,netizen
6842,mrangkul,merangkul
6843,preetttttmau,omong kosong
6844,msyaallohaku,masyaallah
6845,kandungingat,kandung ingat
6846,ksk,kartu keluarga
6847,sendirianehhh,sendiri aneh
6848,kapookkk,kapok
6849,pling,paling
6850,lolylolybersyukurlah,loly bersyukurlah
6851,smuah,semua
6852,inlah,ini
6853,ha ha ha, 
6854,to much,terlalu banyak
6855,aplgi,apalagi
6856,yakok, 
6857,gmnpun,bagaimanapun
6858,sburuk,seburuk
6859,btapa,betapa
6860,sekeselnya,kesal sekali
6861,wik wik,setubuhi
6862,looooo, 
6863,woooyyyy, 
6864,sedeng,gila
6865,wkwkwk, 
6866,wkwk, 
6867,drumh,di rumah
6868,Iuuuuuwww, 
6869,gaak,tidak
6870,Eluuhhh,kamu
6871,lohhhh, 
6872,balikin,kembalikan
6873,suruhan,perintah
6874,setangmong,setan ngomong
6875,furhaka,durhaka
6876,bgs,bagus
6877,a href, 
6878,cndry,sendiri
6879,prsaaan,perasaan
6880,bangt,banget
6881,jijikmulutnya,jijik mulutnya
6882,mnrtku,menurut saya
6883,hhhh, 
6884,gd,tidak ada
6885,tetp,tetap
6886,astargfirullahÂ,astagfirullah
6887,nikita mirzaniÂ,nikita mirzani
6888,Â, 
6889,sihserius,serius
6890,streeeeeeeess,stres
6891,rsj,rumah sakit jiwa
6892,taekkk,tai
6893,cocokx,cocoknya
6894,hhhhh, 
6895,jogetx,jogetnya
6896,lek,lihat
6897,kompek,komplek
6898,diterusno,lanjutan
6899,jjjjjiiiiiijjjjjiiiiikkkkkk,jijik
6900,penpnton,penonton
6901,polahnya,pola
6902,haijingan kalee,bajingan kali
6903,bgil,bugil
6904,kat,putus
6905,menjijikanmurahan,menjijikan murahan
6906,runtah,sampah
6907,job,pekerjaan
6908,ublag,pelacur
6909,jijaiiiii bajayyyy,jijik sekali
6910,stresss,stres
6911,entotgoyang,goyang erotis
6912,gonta gati,silih ganti
6913,goyangn,goyang
6914,hduuuu, 
6915,mkin,semakin
6916,hncur,hancur
6917,fulgar,fulgar
6918,norax,norak
6919,amit hhiiiiiiiiiiiiihh,amit amit
6920,eneeeek,mual
6921,wong edyaaaanwes tuwo mbok ,orang gila sudah tua ya
6922,hahahapaham,paham
6923,kelihan,terlihat
6924,ingaat,ingat
6925,siga,seperti
6926,rusakkkkk,rusak
6927,noraaaask,norak
6928,penampungane nang endi iku mas banjindol kok asri tempate banyak pohon hijaunya,tempat berteduhnya dimana Pak Banjindol kenapa indah sekali banyak pepohonan hijau
6929,xixi, 
6930,wong,orang
6931,akuuuu,saya
6932,ketuaaan,terlalu tua
6933,njijikinggilani,jijik gila
6934,dajallll,dajal
6935,muakmuak,mual
6936,muak,mual
6937,kaki jijiiiii,laki laki jijik
6938,adeuhhhhpiye,bagaimana
6939,waaahhhhhhh, 
6940,joroknorak,jorok norak
6941,jijikkkkkkk,jijik
6942,cuk,sialan
6943,gustiii,ya tuhan
6944,sendti,sendiri
6945,driny,dirinya
6946,mit amit,amit amit
6947,jorokÂ,jorok
6948,mm e gatellll,gatal
6949,menjadimenjijikkan,menjadi menjijikan
6950,striptiskasian,striptis kasihan
6951,setaann,setan
6952,ngk,tidak
6953,aww, 
6954,giyuu,seperti itu
6955,amitquot,amit
6956,bkok, 
6957,inimantan,ini mantan
6958,njijik,jijik
6959,hajiingat,haji ingat
6960,siih, 
6961,begituwaduh,begitu waduh
6962,liht,lihat
6963,liarbilang,liar bilang
6964,ngedemoinnn,demo
6965,ngentot,berhubungan badan
6966,diabgituuuu,dia begitu
6967,nyaaa, 
6968,bgitu,begitu
6969,pragainnn,peragakan
6970,ngeweeeeee,berhubungan badan
6971,urakan,tidak tentu
6972,de bes,terbaik
6973,djal,dajal
6974,ahir,akhir
6975,think positively be kind,berpikir positif bersikaplah baik
6976,tontonsimpel,tonton simpel
6977,brooo,kakak
6978,bro,kakak
6979,kautaii,kau tai
6980,penyantyi,penyanyi
6981,the best,terbaik
6982,heeemmandalane,andalan
6983,yessgitu,yes begitu
6984,elegant,anggun
6985,mlbihi,melebihi
6986,lestiswaranya,lesti suaranya
6987,mksutnya,maksudnya
6988,nangudubillahciri,naudzubillah ciri
6989,birah,birahi
6990,kalemsopantanpa,kalem sopan tanpa
6991,zapi kurbna haha,sapi kurban
6992,mlihatnta,melihatnya
6993,ter huramamat ,terhormat
6994,bilam,bilang
6995,smile fishy,tersenyum mencurigakan
6996,mahloe,malu
6997,menurutkuanak,menurutku anak
6998,orgtuanyamungkin,orgtuanya mungkin
6999,nmlewat,lewat
7000,like mother like daughter,perilaku anak seperti orangtuanya
